interaction_id,investor_id,agent_id,date,outcome,objections_raised,duration_sec,sentiment
int_404bf545,inv_f87f40d8,agt_108,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",288,Confused
int_2d707202,inv_d34042a1,agt_109,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",202,Annoyed
int_a4a08760,inv_24cbffde,agt_112,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",237,Skeptical
int_792a077b,inv_3b266eb3,agt_103,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",236,Confused
int_21279989,inv_a9eb1b4a,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",53,Frustrated
int_6f86fabd,inv_fa22c84e,agt_119,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",244,Confused
int_ecce55a8,inv_8c6e172b,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_99cff562,inv_b9d03ed6,agt_101,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",540,Busy
int_86f93346,inv_9d2cb7c5,agt_108,2025-10-15,Rejected,"[""EMI pressure""]",75,Skeptical
int_d876c1c2,inv_a2b44707,agt_117,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",298,Busy
int_6238a3ef,inv_79978305,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_d168003d,inv_f120b583,agt_103,2025-10-15,Rejected,"[""Market is high""]",176,Firm
int_de5cdeac,inv_5f127ae2,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_d000d09c,inv_8bee28f6,agt_107,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",463,Confused
int_c570fffb,inv_356ca682,agt_114,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",573,Busy
int_18453626,inv_3e57e648,agt_113,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",417,Confused
int_d9a27d7c,inv_e01b0142,agt_119,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",96,Firm
int_8e59b6c2,inv_a249444d,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",30,Frustrated
int_54cf17f4,inv_9b20a367,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",54,Frustrated
int_0fb0d556,inv_d009340c,agt_109,2025-10-15,Rejected,"[""Market is high""]",219,Skeptical
int_ab3a22b8,inv_fa92824f,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",42,Frustrated
int_6bdf3685,inv_8520c63e,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_171291dd,inv_4c85bce0,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",538,Trusting
int_b12f954c,inv_6c4a3cfc,agt_103,2025-10-15,Converted,"[""Need to ask family""]",432,Relieved
int_61a893b7,inv_3debe553,agt_108,2025-10-15,Rejected,"[""Need to ask family""]",71,Firm
int_7d044de9,inv_aa5e34d7,agt_102,2025-10-15,Rejected,"[""Need to ask family""]",101,Annoyed
int_abc189bc,inv_fd6c090d,agt_102,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Past returns negative"", ""Send details on WhatsApp""]",274,Curious
int_3fef4502,inv_0b3ec21d,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_2d318ab6,inv_d303f51c,agt_112,2025-10-15,Rejected,"[""EMI pressure""]",223,Annoyed
int_36f7b117,inv_bf4389e9,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission""]",190,Annoyed
int_33b94348,inv_5e2118d1,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_4905a899,inv_a66ac8b2,agt_103,2025-10-15,Rejected,"[""Competitor has zero commission""]",229,Firm
int_a0974573,inv_a213b231,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",42,Frustrated
int_27d7db9d,inv_1cfca4c3,agt_109,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",505,Curious
int_b11b84e8,inv_c4158336,agt_104,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Past returns negative"", ""Send details on WhatsApp""]",456,Busy
int_6e83c3f5,inv_49887267,agt_101,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Send details on WhatsApp""]",238,Confused
int_46641fc0,inv_3faf6be9,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",61,Firm
int_42e32a93,inv_d2e7e908,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",22,Frustrated
int_2347eeb0,inv_a84e0cda,agt_102,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",447,Confused
int_a4a409a6,inv_6719da73,agt_108,2025-10-15,Converted,"[""Initial hesitation resolved""]",611,Enthusiastic
int_6d1dc250,inv_81625099,agt_107,2025-10-15,Rejected,"[""Need to ask family""]",199,Annoyed
int_262e9fb6,inv_17e608e0,agt_119,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",521,Busy
int_c27a855f,inv_5b56ce0d,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",69,Firm
int_e794955a,inv_0df0bdad,agt_109,2025-10-15,Converted,"[""Competitor has zero commission""]",569,Enthusiastic
int_3e129675,inv_364ebed4,agt_116,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",291,Confused
int_fe0f585b,inv_bae62703,agt_105,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",304,Confused
int_20c51487,inv_67b0030e,agt_103,2025-10-15,Converted,"[""Initial hesitation resolved""]",527,Trusting
int_95d5efb2,inv_3662b108,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_1db055eb,inv_58d5e62d,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",59,Frustrated
int_59b2464f,inv_ed1c4179,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",443,Relieved
int_a4d6cd78,inv_604b8eef,agt_104,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",461,Confused
int_2ab83dac,inv_fc3e3b6c,agt_118,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",460,Curious
int_86c10520,inv_20a1beb6,agt_115,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",525,Curious
int_9648ea02,inv_9de73c56,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_7303be1f,inv_5510286e,agt_105,2025-10-15,Converted,"[""Initial hesitation resolved""]",721,Relieved
int_c150a268,inv_e1bdb10b,agt_112,2025-10-15,Rejected,"[""EMI pressure""]",150,Firm
int_da11dd0e,inv_db284f4a,agt_105,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",228,Firm
int_d06c1e16,inv_ffba7715,agt_116,2025-10-15,Rejected,"[""Competitor has zero commission""]",147,Skeptical
int_91f1d385,inv_e6553e40,agt_113,2025-10-15,Rejected,"[""Competitor has zero commission""]",71,Annoyed
int_b7cb5487,inv_89751e15,agt_102,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",282,Curious
int_935bc46a,inv_47425671,agt_106,2025-10-15,Rejected,"[""Need liquidity for business""]",184,Skeptical
int_5e136ee0,inv_97732e35,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_a41eca20,inv_fd5da390,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_a4be8c89,inv_3f635431,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_33cc1fc6,inv_8cd5cf80,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_801b891a,inv_1b3cb81f,agt_100,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_0b41d8c1,inv_ba61dbdf,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",84,Skeptical
int_8e4836a5,inv_e43b0553,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",53,Frustrated
int_7328afe3,inv_3c49803d,agt_112,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",104,Skeptical
int_023bac92,inv_f821738f,agt_107,2025-10-15,Rejected,"[""Competitor has zero commission""]",112,Firm
int_e29b9505,inv_3e435ee9,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",45,Frustrated
int_160b1467,inv_10751295,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_47e74aa3,inv_3ae48a9b,agt_114,2025-10-15,Converted,"[""Market is high""]",1010,Enthusiastic
int_b232a7f3,inv_a2599ac5,agt_114,2025-10-15,Converted,"[""Competitor has zero commission""]",1173,Trusting
int_f9a45cb2,inv_281c00c4,agt_115,2025-10-15,Converted,"[""EMI pressure""]",708,Relieved
int_c9b23945,inv_b4f2ad2b,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_10402292,inv_1cc9bf5b,agt_103,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",546,Confused
int_da763913,inv_fa5de3a9,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_bd0460c3,inv_8cc69d31,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_2be13c30,inv_a34e8c91,agt_107,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",498,Curious
int_173f5513,inv_02f913f4,agt_100,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",306,Busy
int_959e9f97,inv_d4d24bcf,agt_110,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",545,Busy
int_5f70f412,inv_9d0a7f7b,agt_101,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",208,Curious
int_c85a1db1,inv_64233ba1,agt_110,2025-10-15,Rejected,"[""Competitor has zero commission""]",198,Firm
int_fbe10c39,inv_8d53c2d3,agt_108,2025-10-15,Rejected,"[""Too risky for my age"", ""Past returns negative""]",175,Skeptical
int_74665982,inv_bce46007,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",533,Confused
int_c110e63f,inv_014bd3a9,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_807efb0f,inv_98021f43,agt_104,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",517,Busy
int_2f7f61ae,inv_4daba8cc,agt_118,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",462,Confused
int_e45e0a55,inv_7c4c1dcc,agt_105,2025-10-15,Converted,"[""Initial hesitation resolved""]",693,Enthusiastic
int_6fac681c,inv_fdd181b7,agt_117,2025-10-15,Rejected,"[""Need to ask family""]",217,Skeptical
int_9697ffe8,inv_6829848a,agt_118,2025-10-15,Converted,"[""Competitor has zero commission""]",441,Trusting
int_d157f2c0,inv_09bc79e9,agt_102,2025-10-15,Converted,"[""Market is high""]",1114,Relieved
int_bfd18cc7,inv_91392c36,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_b4063adc,inv_6c538844,agt_106,2025-10-15,Rejected,"[""Need liquidity for business"", ""Past returns negative""]",60,Skeptical
int_0f50a26e,inv_a72d8e17,agt_114,2025-10-15,Converted,"[""Competitor has zero commission""]",1199,Trusting
int_eb451ac3,inv_e4e9b06a,agt_102,2025-10-15,Rejected,"[""Need to ask family""]",161,Firm
int_91ef9268,inv_80ca381a,agt_108,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",241,Busy
int_26e26b3b,inv_9a9d3597,agt_101,2025-10-15,Converted,"[""Market is high""]",484,Trusting
int_ec85404f,inv_c4a2bfd4,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_24bf8f6a,inv_49f15709,agt_104,2025-10-15,Rejected,"[""Income is irregular"", ""Past returns negative""]",167,Skeptical
int_fdba6681,inv_48002fcd,agt_112,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",365,Busy
int_03aaa3a8,inv_cb25f330,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_9b2880b8,inv_34415940,agt_111,2025-10-15,Converted,"[""Initial hesitation resolved""]",1007,Enthusiastic
int_6e969643,inv_bffd5a69,agt_115,2025-10-15,Rejected,"[""Competitor has zero commission""]",182,Firm
int_4e1ccfe9,inv_e14511ce,agt_119,2025-10-15,Rejected,"[""Need to ask family""]",203,Firm
int_7379af46,inv_015a8c48,agt_103,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",251,Busy
int_1c0e46f0,inv_52050f3a,agt_109,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",357,Curious
int_27736400,inv_8bec7c05,agt_116,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",230,Annoyed
int_767e1906,inv_b75dcfe4,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_379044cc,inv_415f1ffa,agt_116,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",458,Confused
int_1d8d5aa9,inv_78a3c6f9,agt_101,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",417,Busy
int_14ea7a54,inv_c1aaf025,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",43,Frustrated
int_7d579d14,inv_2acb515b,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",104,Annoyed
int_82fedfa7,inv_ef56af3a,agt_116,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",261,Confused
int_cb6c1259,inv_83fcabee,agt_115,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",462,Confused
int_a038c407,inv_fc9d8d85,agt_118,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",72,Skeptical
int_136d35d2,inv_1cd66ab2,agt_119,2025-10-15,Rejected,"[""Market is high""]",61,Firm
int_798e072c,inv_89212f8e,agt_111,2025-10-15,Rejected,"[""Need to ask family""]",212,Annoyed
int_77cf4180,inv_ef2d0364,agt_115,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",201,Firm
int_45a9003e,inv_67b57d8f,agt_110,2025-10-15,Rejected,"[""Market is high""]",157,Firm
int_8ac383a5,inv_857eb5eb,agt_110,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",198,Skeptical
int_210b1c6f,inv_9fae3ecf,agt_109,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",71,Annoyed
int_8012a0a3,inv_c5bea332,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission""]",135,Skeptical
int_2f4f69c0,inv_a34224c7,agt_103,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",31,Frustrated
int_d8fd5fca,inv_439f408f,agt_101,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",427,Busy
int_aa509ea2,inv_d251dc7b,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_5a140020,inv_215c6b16,agt_110,2025-10-15,Rejected,"[""Need to ask family""]",119,Skeptical
int_8c4e0e23,inv_72506023,agt_105,2025-10-15,Rejected,"[""Competitor has zero commission""]",187,Firm
int_d96cd594,inv_a5a35220,agt_106,2025-10-15,Converted,"[""Market is high"", ""Past returns negative""]",844,Enthusiastic
int_11f883ff,inv_732ca4ab,agt_118,2025-10-15,Rejected,"[""Market is high""]",179,Firm
int_51640adb,inv_4cff10ca,agt_117,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",338,Confused
int_1eac39a3,inv_e5e1fbab,agt_109,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",353,Busy
int_5abec63e,inv_a8894312,agt_101,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",127,Firm
int_7fb9135b,inv_a934241d,agt_108,2025-10-15,Rejected,"[""Market is high""]",237,Annoyed
int_0db5cd98,inv_847d8731,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission""]",90,Firm
int_a997e21c,inv_b4fffd88,agt_109,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",190,Busy
int_df9e83c8,inv_754b8df2,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",206,Skeptical
int_24864abd,inv_4e6e17ea,agt_110,2025-10-15,Converted,"[""Competitor has zero commission"", ""Past returns negative""]",870,Trusting
int_40057895,inv_c5097320,agt_103,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Past returns negative"", ""Send details on WhatsApp""]",443,Confused
int_6c21788a,inv_ef2605a3,agt_100,2025-10-15,Rejected,"[""Competitor has zero commission""]",185,Skeptical
int_1c3d41f1,inv_ec881d2f,agt_102,2025-10-15,Converted,"[""Initial hesitation resolved""]",1061,Relieved
int_38985641,inv_5ecbb5df,agt_110,2025-10-15,Converted,"[""Market is high""]",972,Enthusiastic
int_63f85546,inv_ac8313d2,agt_106,2025-10-15,Rejected,"[""Market is high""]",85,Skeptical
int_2297d9a4,inv_25527a6f,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",25,Frustrated
int_5e33b91f,inv_6cbf72ad,agt_101,2025-10-15,Rejected,"[""Need to ask family""]",204,Firm
int_da3e3723,inv_ad5f7985,agt_109,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",298,Confused
int_d4201277,inv_3064136a,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_1657a55f,inv_5cf35ffb,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",476,Relieved
int_b1c8331a,inv_b03b433a,agt_102,2025-10-15,Rejected,"[""Market is high""]",205,Skeptical
int_3f23d05c,inv_25f1e4e4,agt_100,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",242,Busy
int_52457569,inv_8a7e3ed9,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",27,Frustrated
int_f3232d0f,inv_e75b687f,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",53,Frustrated
int_1ac35dcd,inv_d128912a,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_22fde1a9,inv_ec6d91a0,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_a31472b5,inv_cb270fa5,agt_114,2025-10-15,Rejected,"[""Market is high""]",101,Skeptical
int_70ca4c76,inv_f8417eb5,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_16f06208,inv_bc73e000,agt_101,2025-10-15,Converted,"[""Need liquidity for business""]",1001,Relieved
int_203d6d53,inv_586d213f,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_66722078,inv_454a801a,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",55,Frustrated
int_bc197335,inv_2bff0c97,agt_100,2025-10-15,Rejected,"[""Market is high""]",95,Annoyed
int_d5279d15,inv_78c66efa,agt_117,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",128,Skeptical
int_ab78be99,inv_d665633a,agt_100,2025-10-15,Rejected,"[""Need to ask family""]",201,Skeptical
int_87938fe7,inv_dc6746d4,agt_107,2025-10-15,Rejected,"[""Market is high""]",105,Skeptical
int_1eda27b2,inv_b7fbd081,agt_110,2025-10-15,Rejected,"[""Need to ask family""]",114,Skeptical
int_e82b51f6,inv_ecb6f74d,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_896736b5,inv_a3c5e98f,agt_101,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",228,Firm
int_42a80fd4,inv_f5211999,agt_108,2025-10-15,Converted,"[""Initial hesitation resolved""]",532,Enthusiastic
